N	40	0.111111
N	249	0.691667
V	125	0.347222
N	328	0.911111
V	140	0.388889
N	297	0.825000
N	330	0.916667
N	375	1.041667
N	389	1.080556
N	258	0.716667
N	222	0.616667
V	131	0.363889
V	127	0.352778
N	374	1.038889
V	160	0.444444
N	384	1.066667
N	319	0.886111
N	343	0.952778
N	188	0.522222
N	190	0.527778
V	125	0.347222
N	263	0.730556
N	238	0.661111
N	270	0.750000
V	147	0.408333
N	313	0.869444
N	173	0.480556
N	234	0.650000
N	234	0.650000
N	139	0.386111
N	192	0.533333
N	278	0.772222
N	206	0.572222
N	260	0.722222
N	342	0.950000
N	240	0.666667
V	134	0.372222
V	114	0.316667
N	252	0.700000
N	293	0.813889
V	139	0.386111
V	115	0.319444
N	251	0.697222
N	316	0.877778
N	325	0.902778
N	342	0.950000
N	174	0.483333
N	299	0.830556
N	244	0.677778
N	291	0.808333
N	273	0.758333
N	283	0.786111
N	171	0.475000
N	291	0.808333
N	193	0.536111
N	190	0.527778
N	189	0.525000
N	132	0.366667
N	194	0.538889
N	303	0.841667
V	243	0.675000
N	279	0.775000
N	215	0.597222
N	387	1.075000
N	325	0.902778
N	193	0.536111
N	131	0.363889
N	145	0.402778
N	221	0.613889
V	133	0.369444
V	135	0.375000
N	134	0.372222
N	272	0.755556
N	252	0.700000
N	227	0.630556
N	145	0.402778
N	269	0.747222
