V	106	0.294444
N	310	0.861111
V	193	0.536111
N	309	0.858333
V	201	0.558333
N	318	0.883333
V	209	0.580556
N	327	0.908333
V	224	0.622222
N	270	0.750000
V	175	0.486111
N	292	0.811111
V	211	0.586111
N	326	0.905556
V	211	0.586111
N	288	0.800000
V	184	0.511111
N	280	0.777778
V	186	0.516667
N	294	0.816667
V	196	0.544444
V	234	0.650000
~	174	0.483333
N	133	0.369444
V	219	0.608333
N	317	0.880556
V	190	0.527778
N	292	0.811111
V	177	0.491667
N	263	0.730556
V	189	0.525000
N	321	0.891667
V	208	0.577778
N	333	0.925000
V	186	0.516667
N	285	0.791667
V	186	0.516667
N	306	0.850000
V	189	0.525000
~	70	0.194444
N	251	0.697222
V	224	0.622222
N	260	0.722222
V	210	0.583333
N	333	0.925000
V	186	0.516667
~	176	0.488889
N	151	0.419444
V	189	0.525000
N	290	0.805556
V	208	0.577778
N	377	1.047222
V	245	0.680556
N	299	0.830556
V	189	0.525000
N	293	0.813889
V	173	0.480556
N	321	0.891667
V	265	0.736111
V	245	0.680556
N	311	0.863889
V	167	0.463889
V	177	0.491667
~	335	0.930556
N	95	0.263889
V	198	0.550000
