V	120	0.333333
N	304	0.844444
V	208	0.577778
N	311	0.863889
V	205	0.569444
N	282	0.783333
V	209	0.580556
N	353	0.980556
V	188	0.522222
N	307	0.852778
V	191	0.530556
V	184	0.511111
N	423	1.175000
V	231	0.641667
N	344	0.955556
V	219	0.608333
N	271	0.752778
V	180	0.500000
N	320	0.888889
V	216	0.600000
N	293	0.813889
V	215	0.597222
N	387	1.075000
V	202	0.561111
N	343	0.952778
V	199	0.552778
N	281	0.780556
V	189	0.525000
N	305	0.847222
V	218	0.605556
N	324	0.900000
V	200	0.555556
N	280	0.777778
V	173	0.480556
N	298	0.827778
V	204	0.566667
~	230	0.638889
N	96	0.266667
V	216	0.600000
N	278	0.772222
V	194	0.538889
N	313	0.869444
V	188	0.522222
