A	50	0.138889
A	146	0.405556
A	195	0.541667
A	170	0.472222
A	134	0.372222
A	139	0.386111
A	131	0.363889
A	135	0.375000
A	133	0.369444
A	129	0.358333
A	142	0.394444
A	143	0.397222
A	142	0.394444
A	145	0.402778
A	143	0.397222
A	140	0.388889
A	139	0.386111
A	139	0.386111
A	141	0.391667
A	144	0.400000
A	134	0.372222
A	133	0.369444
A	134	0.372222
A	131	0.363889
A	124	0.344444
A	133	0.369444
A	137	0.380556
A	139	0.386111
A	136	0.377778
A	137	0.380556
A	142	0.394444
A	137	0.380556
A	136	0.377778
A	136	0.377778
A	131	0.363889
A	132	0.366667
A	131	0.363889
A	128	0.355556
A	130	0.361111
A	126	0.350000
