N	71	0.197222
N	232	0.644444
N	173	0.480556
N	135	0.375000
N	150	0.416667
N	165	0.458333
N	245	0.680556
N	169	0.469444
N	222	0.616667
N	155	0.430556
N	117	0.325000
N	135	0.375000
N	242	0.672222
N	224	0.622222
N	267	0.741667
N	262	0.727778
N	146	0.405556
N	128	0.355556
N	179	0.497222
N	177	0.491667
N	133	0.369444
N	130	0.361111
N	204	0.566667
N	146	0.405556
N	204	0.566667
N	244	0.677778
V	117	0.325000
N	131	0.363889
N	208	0.577778
V	122	0.338889
V	126	0.350000
N	227	0.630556
N	335	0.930556
V	131	0.363889
V	123	0.341667
N	233	0.647222
N	169	0.469444
N	267	0.741667
N	219	0.608333
V	106	0.294444
N	288	0.800000
N	158	0.438889
N	198	0.550000
N	288	0.800000
N	145	0.402778
N	236	0.655556
N	176	0.488889
N	169	0.469444
N	326	0.905556
V	132	0.366667
N	259	0.719444
N	306	0.850000
N	212	0.588889
N	179	0.497222
N	319	0.886111
N	174	0.483333
N	123	0.341667
N	106	0.294444
N	145	0.402778
N	274	0.761111
V	129	0.358333
N	199	0.552778
N	120	0.333333
N	210	0.583333
V	126	0.350000
N	138	0.383333
N	337	0.936111
V	137	0.380556
N	246	0.683333
N	214	0.594444
N	266	0.738889
N	147	0.408333
N	188	0.522222
N	252	0.700000
N	180	0.500000
N	140	0.388889
N	125	0.347222
N	124	0.344444
N	282	0.783333
N	147	0.408333
N	109	0.302778
N	136	0.377778
N	215	0.597222
N	210	0.583333
N	262	0.727778
N	256	0.711111
N	238	0.661111
~	76	0.211111
N	72	0.200000
N	121	0.336111
N	118	0.327778
N	247	0.686111
~	102	0.283333
N	143	0.397222
N	168	0.466667
N	158	0.438889
N	211	0.586111
N	292	0.811111
N	156	0.433333
N	222	0.616667
N	264	0.733333
N	207	0.575000
N	165	0.458333
N	221	0.613889
~	53	0.147222
N	90	0.250000
N	128	0.355556
N	119	0.330556
N	148	0.411111
N	253	0.702778
N	144	0.400000
~	73	0.202778
N	68	0.188889
N	222	0.616667
V	151	0.419444
N	364	1.011111
V	140	0.388889
N	214	0.594444
N	215	0.597222
N	119	0.330556
N	171	0.475000
N	199	0.552778
N	269	0.747222
N	204	0.566667
N	141	0.391667
N	184	0.511111
N	133	0.369444
N	224	0.622222
N	355	0.986111
N	249	0.691667
N	287	0.797222
N	340	0.944444
N	241	0.669444
~	101	0.280556
N	75	0.208333
N	268	0.744444
V	133	0.369444
N	320	0.888889
N	235	0.652778
|	110	0.305556
N	319	0.886111
N	170	0.472222
N	230	0.638889
N	320	0.888889
N	336	0.933333
N	367	1.019444
N	159	0.441667
N	134	0.372222
N	125	0.347222
N	232	0.644444
N	261	0.725000
N	304	0.844444
N	246	0.683333
N	234	0.650000
N	287	0.797222
N	206	0.572222
N	209	0.580556
~	142	0.394444
N	50	0.138889
N	194	0.538889
N	273	0.758333
V	137	0.380556
V	112	0.311111
N	136	0.377778
N	132	0.366667
N	203	0.563889
N	282	0.783333
N	223	0.619444
N	157	0.436111
N	132	0.366667
N	113	0.313889
N	124	0.344444
N	184	0.511111
N	256	0.711111
N	238	0.661111
N	156	0.433333
N	213	0.591667
N	211	0.586111
N	123	0.341667
N	114	0.316667
N	123	0.341667
N	217	0.602778
V	123	0.341667
N	245	0.680556
N	227	0.630556
N	145	0.402778
N	260	0.722222
N	245	0.680556
V	129	0.358333
~	108	0.300000
N	39	0.108333
N	172	0.477778
N	243	0.675000
N	192	0.533333
|	100	0.277778
|	126	0.350000
N	58	0.161111
N	103	0.286111
N	216	0.600000
N	220	0.611111
N	222	0.616667
N	145	0.402778
N	259	0.719444
N	240	0.666667
N	122	0.338889
N	356	0.988889
V	133	0.369444
N	313	0.869444
N	201	0.558333
N	245	0.680556
N	225	0.625000
N	145	0.402778
N	131	0.363889
N	137	0.380556
N	141	0.391667
N	138	0.383333
~	289	0.802778
N	29	0.080556
V	142	0.394444
N	192	0.533333
N	180	0.500000
N	166	0.461111
N	173	0.480556
N	143	0.397222
N	116	0.322222
N	260	0.722222
N	263	0.730556
N	166	0.461111
N	134	0.372222
~	91	0.252778
N	116	0.322222
|	126	0.350000
N	113	0.313889
|	152	0.422222
|	46	0.127778
N	46	0.127778
V	146	0.405556
N	300	0.833333
N	252	0.700000
N	152	0.422222
N	196	0.544444
V	124	0.344444
|	34	0.094444
N	226	0.627778
N	217	0.602778
N	235	0.652778
N	232	0.644444
N	154	0.427778
N	146	0.405556
N	220	0.611111
N	199	0.552778
N	311	0.863889
N	244	0.677778
N	253	0.702778
|	128	0.355556
N	29	0.080556
|	135	0.375000
N	108	0.300000
|	17	0.047222
|	58	0.161111
|	50	0.138889
|	38	0.105556
~	83	0.230556
N	35	0.097222
V	134	0.372222
V	130	0.361111
N	345	0.958333
N	235	0.652778
N	278	0.772222
N	248	0.688889
N	193	0.536111
N	181	0.502778
N	180	0.500000
N	131	0.363889
N	214	0.594444
~	86	0.238889
N	138	0.383333
|	159	0.441667
N	124	0.344444
~	120	0.333333
V	20	0.055556
V	119	0.330556
N	145	0.402778
N	128	0.355556
~	74	0.205556
N	134	0.372222
N	299	0.830556
N	145	0.402778
N	120	0.333333
N	261	0.725000
N	266	0.738889
N	270	0.750000
N	153	0.425000
N	267	0.741667
N	258	0.716667
N	163	0.452778
N	172	0.477778
N	255	0.708333
N	186	0.516667
N	128	0.355556
N	233	0.647222
V	157	0.436111
N	218	0.605556
N	258	0.716667
N	291	0.808333
N	221	0.613889
N	268	0.744444
N	347	0.963889
N	220	0.611111
N	199	0.552778
N	263	0.730556
N	366	1.016667
N	242	0.672222
N	303	0.841667
V	136	0.377778
V	128	0.355556
N	138	0.383333
N	114	0.316667
N	217	0.602778
V	150	0.416667
N	291	0.808333
N	342	0.950000
N	284	0.788889
N	298	0.827778
N	290	0.805556
N	215	0.597222
N	229	0.636111
N	155	0.430556
N	236	0.655556
N	197	0.547222
N	302	0.838889
N	274	0.761111
N	216	0.600000
N	141	0.391667
N	125	0.347222
N	139	0.386111
N	227	0.630556
N	166	0.461111
N	228	0.633333
N	359	0.997222
N	290	0.805556
N	186	0.516667
N	299	0.830556
N	275	0.763889
N	343	0.952778
N	213	0.591667
N	151	0.419444
N	123	0.341667
N	130	0.361111
N	140	0.388889
N	285	0.791667
V	157	0.436111
N	225	0.625000
V	126	0.350000
N	280	0.777778
N	199	0.552778
N	218	0.605556
N	231	0.641667
N	287	0.797222
N	232	0.644444
N	307	0.852778
N	225	0.625000
N	144	0.400000
N	110	0.305556
N	244	0.677778
V	144	0.400000
N	211	0.586111
N	241	0.669444
