/	142	0.394444
/	288	0.800000
/	300	0.833333
/	299	0.830556
/	302	0.838889
/	296	0.822222
/	281	0.780556
/	283	0.786111
/	283	0.786111
f	292	0.811111
f	305	0.847222
f	312	0.866667
f	296	0.822222
/	288	0.800000
/	272	0.755556
/	283	0.786111
/	297	0.825000
/	298	0.827778
/	295	0.819444
/	311	0.863889
/	294	0.816667
f	268	0.744444
f	283	0.786111
f	310	0.861111
f	278	0.772222
/	297	0.825000
/	306	0.850000
/	301	0.836111
/	279	0.775000
/	284	0.788889
/	284	0.788889
/	298	0.827778
/	299	0.830556
N	278	0.772222
f	317	0.880556
f	312	0.866667
f	252	0.700000
/	283	0.786111
/	297	0.825000
/	300	0.833333
/	295	0.819444
/	313	0.869444
/	294	0.816667
/	274	0.761111
/	281	0.780556
N	264	0.733333
f	306	0.850000
f	325	0.902778
f	276	0.766667
/	302	0.838889
/	282	0.783333
/	283	0.786111
/	285	0.791667
/	299	0.830556
/	295	0.819444
/	296	0.822222
/	311	0.863889
f	286	0.794444
N	247	0.686111
f	305	0.847222
f	278	0.772222
f	297	0.825000
/	297	0.825000
/	308	0.855556
/	301	0.836111
/	280	0.777778
/	282	0.783333
/	286	0.794444
/	297	0.825000
/	293	0.813889
f	296	0.822222
f	317	0.880556
f	301	0.836111
f	260	0.722222
/	285	0.791667
/	292	0.811111
/	295	0.819444
/	296	0.822222
/	313	0.869444
/	294	0.816667
/	275	0.763889
f	278	0.772222
f	297	0.825000
f	290	0.805556
/	297	0.825000
/	312	0.866667
/	298	0.827778
/	282	0.783333
/	281	0.780556
/	281	0.780556
/	297	0.825000
f	294	0.816667
N	259	0.719444
/	324	0.900000
/	287	0.797222
/	280	0.777778
/	284	0.788889
/	293	0.813889
/	291	0.808333
/	296	0.822222
f	311	0.863889
f	287	0.797222
f	297	0.825000
f	266	0.738889
/	292	0.811111
/	293	0.813889
/	293	0.813889
/	311	0.863889
/	304	0.844444
/	284	0.788889
/	282	0.783333
/	283	0.786111
f	284	0.788889
f	293	0.813889
f	324	0.900000
f	291	0.808333
f	287	0.797222
/	286	0.794444
/	282	0.783333
/	294	0.816667
/	289	0.802778
/	294	0.816667
/	317	0.880556
/	295	0.819444
/	278	0.772222
N	251	0.697222
f	298	0.827778
f	297	0.825000
f	305	0.847222
f	291	0.808333
f	301	0.836111
/	288	0.800000
/	282	0.783333
/	281	0.780556
/	292	0.811111
/	293	0.813889
/	303	0.841667
/	308	0.855556
/	291	0.808333
N	263	0.730556
f	290	0.805556
f	315	0.875000
f	268	0.744444
/	295	0.819444
/	313	0.869444
/	296	0.822222
/	281	0.780556
/	282	0.783333
/	289	0.802778
/	288	0.800000
f	288	0.800000
f	312	0.866667
f	327	0.908333
/	265	0.736111
/	286	0.794444
/	283	0.786111
/	287	0.797222
/	288	0.800000
/	303	0.841667
/	308	0.855556
f	292	0.811111
f	289	0.802778
f	283	0.786111
/	293	0.813889
/	287	0.797222
/	291	0.808333
/	317	0.880556
/	300	0.833333
/	279	0.775000
/	283	0.786111
f	290	0.805556
f	288	0.800000
f	284	0.788889
/	317	0.880556
/	304	0.844444
/	290	0.805556
/	284	0.788889
/	283	0.786111
/	288	0.800000
/	285	0.791667
f	300	0.833333
f	321	0.891667
f	280	0.777778
/	292	0.811111
/	283	0.786111
/	288	0.800000
/	285	0.791667
/	292	0.811111
/	315	0.875000
/	299	0.830556
N	273	0.758333
f	288	0.800000
f	311	0.863889
f	271	0.752778
/	286	0.794444
/	314	0.872222
/	305	0.847222
/	286	0.794444
/	283	0.786111
/	284	0.788889
/	286	0.794444
N	259	0.719444
