f	55	0.152778
/	291	0.808333
/	321	0.891667
/	273	0.758333
/	304	0.844444
/	289	0.802778
/	277	0.769444
/	289	0.802778
/	292	0.811111
/	291	0.808333
/	316	0.877778
/	287	0.797222
/	302	0.838889
/	276	0.766667
/	284	0.788889
/	294	0.816667
/	286	0.794444
~	149	0.413889
/	149	0.413889
/	303	0.841667
/	302	0.838889
~	179	0.497222
/	107	0.297222
/	276	0.766667
/	295	0.819444
/	289	0.802778
/	289	0.802778
/	299	0.830556
/	307	0.852778
/	294	0.816667
/	280	0.777778
/	290	0.805556
/	287	0.797222
/	290	0.805556
/	303	0.841667
/	300	0.833333
/	303	0.841667
/	281	0.780556
/	281	0.780556
/	293	0.813889
/	287	0.797222
/	294	0.816667
/	303	0.841667
/	308	0.855556
f	286	0.794444
f	277	0.769444
f	310	0.861111
f	268	0.744444
