V	113	0.313889
N	271	0.752778
N	236	0.655556
V	199	0.552778
N	255	0.708333
N	223	0.619444
V	204	0.566667
N	313	0.869444
N	245	0.680556
V	222	0.616667
N	267	0.741667
N	243	0.675000
V	197	0.547222
N	258	0.716667
N	219	0.608333
V	209	0.580556
N	268	0.744444
N	245	0.680556
V	218	0.605556
N	263	0.730556
N	223	0.619444
V	200	0.555556
N	267	0.741667
N	213	0.591667
V	205	0.569444
N	240	0.666667
N	238	0.661111
V	232	0.644444
N	253	0.702778
N	236	0.655556
V	200	0.555556
N	265	0.736111
N	219	0.608333
V	197	0.547222
N	275	0.763889
N	237	0.658333
V	209	0.580556
N	253	0.702778
N	232	0.644444
V	198	0.550000
N	280	0.777778
N	233	0.647222
V	187	0.519444
N	280	0.777778
N	239	0.663889
V	218	0.605556
N	252	0.700000
N	231	0.641667
V	199	0.552778
N	268	0.744444
N	223	0.619444
V	194	0.538889
N	291	0.808333
N	235	0.652778
V	211	0.586111
N	269	0.747222
N	230	0.638889
V	205	0.569444
N	266	0.738889
N	216	0.600000
V	204	0.566667
N	259	0.719444
N	245	0.680556
V	212	0.588889
~	88	0.244444
N	175	0.486111
N	231	0.641667
V	198	0.550000
N	289	0.802778
N	232	0.644444
V	195	0.541667
