A	119	0.330556
A	152	0.422222
N	378	1.050000
N	415	1.152778
N	407	1.130556
N	418	1.161111
V	391	1.086111
N	504	1.400000
a	190	0.527778
a	133	0.369444
N	342	0.950000
N	413	1.147222
V	364	1.011111
N	487	1.352778
N	438	1.216667
a	183	0.508333
N	455	1.263889
N	429	1.191667
V	373	1.036111
N	486	1.350000
N	422	1.172222
V	331	0.919444
N	493	1.369444
N	436	1.211111
N	443	1.230556
a	191	0.530556
N	453	1.258333
N	410	1.138889
V	360	1.000000
N	497	1.380556
N	428	1.188889
N	408	1.133333
V	345	0.958333
N	477	1.325000
a	210	0.583333
a	143	0.397222
N	374	1.038889
N	406	1.127778
N	426	1.183333
V	333	0.925000
A	258	0.716667
A	165	0.458333
N	382	1.061111
V	413	1.147222
N	437	1.213889
N	406	1.127778
V	384	1.066667
N	481	1.336111
a	185	0.513889
N	463	1.286111
N	418	1.161111
V	355	0.986111
N	490	1.361111
N	430	1.194444
V	376	1.044444
A	209	0.580556
N	476	1.322222
N	442	1.227778
N	442	1.227778
V	366	1.016667
A	231	0.641667
N	502	1.394444
N	414	1.150000
N	442	1.227778
V	367	1.019444
N	490	1.361111
N	403	1.119444
V	359	0.997222
N	501	1.391667
N	439	1.219444
a	195	0.541667
a	135	0.375000
N	351	0.975000
N	396	1.100000
a	193	0.536111
N	513	1.425000
N	445	1.236111
V	316	0.877778
N	514	1.427778
N	431	1.197222
N	429	1.191667
a	205	0.569444
N	508	1.411111
N	411	1.141667
V	306	0.850000
N	529	1.469444
N	445	1.236111
N	418	1.161111
V	344	0.955556
N	462	1.283333
a	196	0.544444
N	474	1.316667
N	447	1.241667
N	409	1.136111
V	338	0.938889
N	447	1.241667
N	451	1.252778
V	323	0.897222
N	514	1.427778
x	87	0.241667
N	565	1.569444
N	410	1.138889
N	447	1.241667
V	365	1.013889
N	462	1.283333
a	170	0.472222
N	490	1.361111
N	432	1.200000
N	435	1.208333
