N	160	0.444444
N	217	0.602778
N	160	0.444444
N	154	0.427778
N	138	0.383333
N	221	0.613889
N	317	0.880556
N	159	0.441667
N	222	0.616667
N	228	0.633333
N	187	0.519444
N	255	0.708333
N	192	0.533333
N	248	0.688889
N	210	0.583333
N	256	0.711111
N	287	0.797222
N	251	0.697222
N	171	0.475000
N	226	0.627778
N	198	0.550000
N	197	0.547222
N	226	0.627778
N	208	0.577778
N	298	0.827778
N	177	0.491667
N	143	0.397222
N	293	0.813889
N	157	0.436111
N	137	0.380556
N	296	0.822222
N	257	0.713889
N	158	0.438889
N	152	0.422222
N	170	0.472222
N	165	0.458333
N	146	0.405556
N	224	0.622222
N	178	0.494444
N	186	0.516667
N	215	0.597222
N	163	0.452778
N	147	0.408333
N	256	0.711111
N	155	0.430556
