V	74	0.205556
V	193	0.536111
V	255	0.708333
V	182	0.505556
V	252	0.700000
V	197	0.547222
V	255	0.708333
V	189	0.525000
V	240	0.666667
V	187	0.519444
V	231	0.641667
V	195	0.541667
V	240	0.666667
V	191	0.530556
V	225	0.625000
V	183	0.508333
V	240	0.666667
V	194	0.538889
V	229	0.636111
V	192	0.533333
V	215	0.597222
V	181	0.502778
V	216	0.600000
V	191	0.530556
V	222	0.616667
V	189	0.525000
V	208	0.577778
V	188	0.522222
V	212	0.588889
V	198	0.550000
V	204	0.566667
V	194	0.538889
V	200	0.555556
V	185	0.513889
V	191	0.530556
V	190	0.527778
V	205	0.569444
V	194	0.538889
V	210	0.583333
V	189	0.525000
V	190	0.527778
V	198	0.550000
V	215	0.597222
V	183	0.508333
V	191	0.530556
V	188	0.522222
V	205	0.569444
V	186	0.516667
V	203	0.563889
V	199	0.552778
V	189	0.525000
V	191	0.530556
V	205	0.569444
V	191	0.530556
V	224	0.622222
V	187	0.519444
V	204	0.566667
V	189	0.525000
V	192	0.533333
V	192	0.533333
V	211	0.586111
V	190	0.527778
V	205	0.569444
V	194	0.538889
~	116	0.322222
V	61	0.169444
V	188	0.522222
V	239	0.663889
V	186	0.516667
V	204	0.566667
V	189	0.525000
V	191	0.530556
V	189	0.525000
V	214	0.594444
V	190	0.527778
V	205	0.569444
V	182	0.505556
V	208	0.577778
V	190	0.527778
V	209	0.580556
V	189	0.525000
V	211	0.586111
V	181	0.502778
V	200	0.555556
V	194	0.538889
V	217	0.602778
V	185	0.513889
V	235	0.652778
V	191	0.530556
V	207	0.575000
V	187	0.519444
V	223	0.619444
V	192	0.533333
V	231	0.641667
V	185	0.513889
V	214	0.594444
V	182	0.505556
V	354	0.983333
~	156	0.433333
