16.321,-7.4386,3.1655,5.7388,19.385,6.5248,14.536,-2.2684,10.268,7.5585
0.78281,3.5176,0.42122,14.05,-1.319,17.557,-6.6742,-14.559,7.8364,-7.7488
-1.3153,0.74611,-0.15277,13.296,-3.4896,14.463,-5.5862,-10.899,9.3079,-8.5999
7.0728,5.9547,-3.4853,14.079,7.4624,21.352,-2.439,-17.753,14.206,0.15289
-7.5888,20.812,-9.2657,23.791,-15.471,33.929,-22.67,-26.472,16.625,-15.326
12.913,-15.54,9.0632,4.4339,18.713,-3.8827,19.727,6.4923,4.2402,3.5354
-1.3644,-16.769,14.383,6.6403,3.3244,-1.5607,9.5011,5.5838,-4.4533,-11.571
-5.7343,-9.732,10.36,11.559,-6.3432,4.8533,-1.3493,-2.0289,-0.96837,-15.541
21.04,-8.9045,3.0679,3.1612,28.223,5.1419,17.547,-2.7667,13.978,13.075
-20.865,-10.852,17.888,16.192,-26.368,0.67184,-10.618,-0.41729,-7.8062,-31.313
3.0775,-9.9993,7.0325,9.0424,1.2685,5.5288,4.618,-1.649,3.5011,-5.8742
-14.49,-22.955,20.324,7.4989,-17.277,-13.066,4.2334,10.366,-12.421,-25.876
14.327,-3.9259,-0.71306,10.176,15.43,12.162,7.6094,-6.1032,12.229,4.9269
11.769,-4.2129,0.11609,8.8262,14.928,12.099,9.1958,-7.1781,10.76,1.9012
-1.4138,-1.5659,3.9997,13.153,-3.8963,10.942,-2.4457,-9.1448,3.626,-11.195
2.9136,-9.2884,6.4646,7.8472,2.7381,4.6337,4.5101,-2.4978,2.1754,-8.6974
-18.292,-27.78,26.629,7.4672,-21.355,-18.013,4.4141,14.484,-16.998,-31.272
11.008,-10.6,5.8505,6.9093,13.894,5.8293,11.413,-2.8816,6.9074,3.2822
-8.7301,-34.976,26.884,0.80403,-6.8018,-24.175,15.144,19.355,-14.563,-20.021
-8.9674,-34.823,28.336,1.3892,-6.8205,-23.944,15.607,22.314,-17.518,-22.188
-2.0646,-1.6978,5.0963,12.219,-3.2024,11.417,-0.93467,-9.3604,5.5169,-11.245
-4.4615,-19.083,15.907,7.92,-4.3743,-3.6012,5.4235,4.6625,-5.6471,-14.611
-0.30811,2.9922,0.89071,13.544,-3.1206,18.448,-5.5124,-13.261,7.2613,-9.6934
1.3339,4.171,-0.49648,15.222,0.20297,20.115,-4.7847,-14.115,11.191,-8.3932
11.056,-1.8008,0.8392,11.111,10.041,13.243,5.9704,-8.9357,10.076,0.18768
6.6771,-26.065,16.262,0.97052,11.189,-12.296,19.549,12.427,-4.4548,-5.5567
2.7871,0.53406,1.7116,12.503,0.32937,13.56,-4.511,-10.927,7.3067,-7.0094
5.8021,-11.55,6.8881,7.5821,6.0892,3.6648,7.4663,-1.3799,4.1665,-5.0205
8.5571,-1.3093,-1.0686,11.53,8.0029,15.333,3.0162,-9.3363,8.709,0.32463
15.368,-13.716,6.1925,4.6996,18.498,2.2447,15.153,1.6844,7.2204,3.9816
3.1766,7.0257,-3.0673,14.701,2.6963,20.908,-3.6024,-16.786,13.037,-5.6791
1.857,-12.277,7.9634,7.9801,2.4408,4.2413,6.4568,0.59479,2.0601,-5.997
7.1899,-14.81,9.891,5.8871,7.4963,0.75852,10.402,1.4315,-0.017481,-2.7659
19.072,-8.923,2.6678,5.2977,22.212,5.8358,14.705,-2.1842,9.4111,8.3844
-4.7868,-38.947,28.516,1.3529,-3.9704,-25.228,18.218,23.267,-16.737,-17.101
0.14099,-13.672,11.446,8.3345,-0.24654,-0.0075728,7.4624,3.158,-0.14012,-8.9554
-16.908,-8.7266,13.512,13.018,-22.738,3.275,-8.284,-2.4758,-6.0455,-27.453
-4.0312,-7.7503,8.1429,11.997,-5.7258,7.4356,-3.1954,-3.8515,2.2484,-12.894
2.9637,4.1412,-1.7417,13.909,1.4443,18.204,-4.6459,-13.322,12.64,-6.0858
23.176,-20.234,7.262,-1.1768,32.427,-3.9079,26.204,5.5047,5.8543,14.798
-8.077,-13.451,14.783,10.259,-10.428,0.064652,-0.97928,1.6598,-3.9469,-19.817
5.3045,-19.397,12.277,4.1373,6.8928,-3.9902,12.281,6.0319,-2.5657,-5.0191
3.0582,-6.6625,7.0945,9.3738,1.8224,7.5675,2.4304,-4.6076,3.0143,-5.8056
7.9013,-19.979,11.527,3.768,8.9621,-2.9651,11.867,5.39,0.6076,-4.6312
0.88898,-1.4408,2.3105,12.025,-0.38398,11.875,-3.788,-6.5192,7.4368,-7.9212
-3.5725,3.9958,-0.75144,15.372,-5.07,17.56,-8.4011,-13.448,8.1723,-11.881
-15.348,-7.1786,9.994,14.265,-17.481,3.3944,-8.4315,-3.4017,-2.2957,-23.302
4.4544,-13.806,8.8459,6.1585,7.0008,0.61384,9.7718,1.6292,0.66981,-3.9781
-14.667,-26.246,23.991,7.33,-17.265,-14.584,2.5205,11.578,-15.648,-26.731
11.46,2.1297,-1.3272,10.652,12.151,17.051,2.5488,-11.846,10.362,2.1242
7.313,-24.202,16.275,2.2123,11.052,-9.5825,16.678,11.379,-4.3845,-3.7516
-5.3362,-21.554,18.209,7.4057,-6.9654,-8.1267,9.4995,7.5011,-7.77,-16.56
2.4278,-12.613,10.75,8.1201,1.9786,1.0162,6.641,-0.80599,0.17278,-5.9478
0.048209,-32.37,20.449,0.05035,5.8942,-19.922,20.894,17.66,-12.01,-12.031
-2.798,-3.5291,4.871,12.759,-4.5712,10.252,-2.0441,-7.2277,2.5696,-12.059
2.2171,-18.634,13.655,4.8485,5.029,-4.3531,12.209,6.2943,-3.1089,-6.9675
26.511,1.3598,-7.6946,5.4296,32.813,18.577,10.829,-12.662,20.055,17.584
10.808,2.9379,-3.9934,8.7276,11.135,17.478,3.4261,-11.121,12.007,2.4778
-16.826,-32.423,26.752,3.8506,-18.525,-19.123,8.8641,17.829,-17.586,-27.676
-0.65034,1.4247,1.0513,14.046,-3.4303,16.021,-7.7837,-13.504,8.3593,-8.209
-16.075,-11.043,15.093,11.9,-19.534,0.45531,-5.3824,-0.39939,-6.81,-26.963
1.1086,-12.233,9.8079,7.332,1.9797,2.6472,5.3129,0.75054,-0.45349,-8.4592
9.7682,-12.913,6.712,5.6708,10.837,0.96734,11.558,1.2787,2.6627,-1.2663
25.559,-22.717,6.3469,-2.6623,32.778,-6.8581,27.524,7.1765,5.6479,15.303
-2.9426,-7.4808,8.0958,10.814,-5.3973,7.539,-0.90551,-3.0981,1.1762,-12.652
17.878,-0.39978,-4.1421,9.8732,19.747,19.431,6.6485,-12.291,16.067,8.4512
-1.1464,-12.086,12.095,9.2941,-2.1305,1.711,4.4679,0.90424,1.0089,-10.762
-5.9018,7.5864,-2.1411,19.73,-11.302,22.156,-13.013,-15.865,9.5688,-14.482
6.3575,-0.69177,-0.72573,11.518,4.7589,13.36,-0.49867,-8.8782,10.251,-3.4553
-6.4433,5.1701,0.22779,16.762,-11.564,18.768,-11.52,-12.18,8.7373,-16.035
15.98,-9.5414,2.079,5.2695,17.51,7.1728,11.823,-3.6524,10.171,7.3112
1.4114,-0.64108,1.4797,12.742,-1.4164,13.776,-4.4955,-11.352,7.5423,-7.9075
-2.5989,-15.489,14.735,7.456,-2.2018,-4.3025,5.9569,4.9684,-1.8218,-12.6
-15.008,-19.615,18.771,7.829,-18.953,-7.1243,0.22434,6.6751,-11.859,-26.408
21.631,2.6698,-8.7325,8.8477,23.582,20.726,7.266,-12.532,17.478,11.723
-6.0261,-11.776,10.443,11.443,-7.2782,4.4736,0.43805,-1.9582,0.82766,-15.44
7.0352,-12.597,8.5146,6.0957,8.4692,4.1239,9.8277,1.3808,3.6087,-3.1799
13.162,-9.9542,3.6887,6.3746,15.564,4.3751,12.626,-2.4696,6.5975,2.6231
14.946,-20.275,9.4679,2.0894,20.664,-4.9235,19.829,6.3167,1.7852,5.2994
-4.1931,-15.234,13.617,9.655,-7.4517,-2.0425,2.579,4.0145,-4.3455,-14.731
-13.216,1.7963,3.623,18.409,-19.593,16.213,-14.637,-12.867,2.3055,-22.838
-2.9228,-3.7809,5.7808,10.261,-4.2899,10.719,-1.5403,-5.6945,3.0389,-10.794
22.949,-8.2127,-0.59504,3.5609,30.008,10.532,17.982,-4.2214,12.792,13.564
-10.113,-9.2635,11.268,13.429,-14.226,3.6635,-4.8012,-2.5572,-3.2143,-20.733
14.295,-10.552,1.5028,5.5115,18.622,5.8465,12.886,-2.3098,8.0766,6.3359
6.619,-8.7593,4.3467,8.424,8.0219,7.4463,4.5465,-1.7803,4.9675,-1.571
10.983,-22.18,12.398,2.4868,13.459,-4.0593,18.668,7.8128,0.20661,0.11921
-17.616,-4.2004,11.922,17.386,-22.772,9.7316,-12.737,-6.5317,-2.3998,-28.039
0.35117,-10.416,9.5646,9.4268,-0.40525,5.9099,2.0847,-2.1473,1.9699,-9.8471
-3.3679,-1.4052,4.4319,13.271,-8.0464,12.981,-6.455,-9.516,4.1537,-13.857
10.32,-43.495,27.679,-5.7416,16.169,-28.399,30.245,25.311,-13.731,-2.9216
10.108,-14.304,6.6857,5.0185,10.966,1.8611,12.736,2.9531,4.5416,-1.8009
5.695,-25.268,16.94,2.602,7.4776,-12.499,17.556,11.666,-4.5719,-5.159
-3.9301,-1.6247,6.2034,13.648,-6.6573,12.624,-3.3261,-8.4527,4.0113,-16.749
1.7179,-2.9573,4.3796,11.561,4.5706,11.387,-0.73631,-7.7787,8.1522,-6.1272
-6.3147,-16.044,14.196,9.1709,-6.6676,-2.7225,3.504,3.3265,-3.5605,-17.87
8.7848,-21.318,12.649,3.2195,11.222,-4.301,15.119,5.329,-0.67637,-3.1236
4.1678,-6.0759,2.905,10.294,3.8022,8.9494,2.2935,-5.7706,8.4156,-3.7323
-6.848,-27.367,24.283,4.0445,-6.9661,-18.578,12.455,14.016,-11.879,-19.807
-2.2927,15.456,-7.5284,17.49,-4.7067,29.214,-13.133,-22.015,15.746,-7.3321
20.622,13.628,-12.955,12.681,22.652,29.546,-0.039831,-23.279,24.182,14.332
6.254,3.9189,-2.6679,14.058,6.6511,19.01,-1.7686,-13.494,11.894,-2.7931
-10.592,-1.1565,6.3686,15.272,-14.883,12.837,-10.547,-8.7453,2.8487,-19.503
10.102,-9.0419,4.4963,8.2378,11.871,5.2732,8.4211,-2.7896,7.5082,-0.11216
-3.6808,-18.555,16.637,6.9606,-3.4306,-6.726,7.1424,7.2421,-7.7537,-14.114
17.726,4.4752,-7.3346,9.9163,19.593,22.843,5.2782,-15.259,18.101,8.7564
2.321,8.0392,-4.9233,15.332,0.62355,22.096,-8.5638,-15.866,12.849,-5.1754
14.906,-11.263,3.7695,4.1771,21.282,3.7494,15.241,-0.90853,8.0245,7.4985
-3.6928,-20.921,16.388,6.523,-1.2926,-7.3646,8.689,7.1506,-6.3166,-11.847
2.7763,-3.657,3.7161,10.98,4.5238,9.865,2.1725,-6.3475,6.711,-3.5524
-2.1581,-14.443,11.261,7.7939,-0.47324,0.33763,5.7313,1.4008,-0.91562,-11.863
-2.111,-8.1957,9.2042,9.9586,-1.0007,3.3896,1.5092,-1.5323,0.089194,-11.846
-14.071,-1.2909,6.6915,17.469,-18.159,12.223,-10.072,-8.7623,0.87686,-20.988
-6.7501,-15.269,14.879,9.8167,-8.6178,-2.0599,2.6524,4.2642,-6.0576,-16.872
-10.919,-11.618,11.976,12.249,-12.166,3.181,-1.82,-0.68985,-1.6925,-19.914
-4.6537,-4.2749,6.0636,12.092,-8.4609,10.77,-4.9089,-7.2853,3.2306,-14.759
-17.248,-15.749,18.008,11.732,-23.729,-3.532,-5.1673,2.9289,-9.4309,-28.724
4.6855,0.069188,1.898,11.83,3.96,13.761,0.59139,-8.6485,8.1687,-5.1212
-10.363,5.8449,3.0336,17.351,-15.775,17.803,-12.507,-13.71,5.352,-19.303
14.52,-11.23,5.3818,3.6104,20.5,4.5377,13.399,-1.9613,8.9205,4.9134
7.2506,-10.546,4.3746,5.2743,11.554,5.4308,7.881,-0.083371,4.784,-1.7917
6.9611,-5.5009,2.5491,10.15,7.5914,11.178,3.5539,-5.7254,7.5667,-1.2851
-8.2814,-21.197,19.04,6.7652,-11.096,-8.4809,5.1741,7.9338,-10.241,-20.382
-8.6348,-10.696,12.335,13.118,-11.843,0.6358,-1.4264,-0.30233,-3.9761,-19.408
5.5144,-20.473,12.136,1.7605,11.185,-5.5711,14.722,5.8403,-1.5069,-5.7024
1.7107,-8.3127,6.2992,9.7742,3.5251,6.5121,3.0646,-3.6037,2.9942,-6.1322
7.9267,4.61,-3.4463,12.904,7.1031,20.559,0.0067693,-14.815,14.622,-1.3149
9.6043,-21.917,13.153,1.7449,11.981,-7.3027,17.368,8.3225,0.78914,-0.78989
11.736,2.6495,-3.4133,11.22,14.12,18.662,3.2126,-13.844,12.557,4.8709
2.238,-1.7353,0.81788,11.025,2.8645,14.672,-1.0339,-7.9158,6.1358,-4.7341
12.605,2.7743,-3.6909,11.851,12.846,18.881,0.83612,-11.893,13.267,0.60489
-3.3026,-0.77766,3.6207,12.615,-3.8164,13.179,-2.3144,-9.5582,6.1709,-9.7553
-9.7225,-6.5842,8.689,11.56,-12.566,5.8251,-4.2588,-3.2328,-0.67197,-19.151
5.8098,-40.561,25.89,-6.0682,12.329,-25.924,30.022,23.099,-13.302,-5.1288
14.228,-22.32,12.229,1.2379,21.309,-5.5977,19.481,6.9435,1.8177,4.038
11.978,-5.5054,0.77669,9.1098,13.506,11.097,5.979,-5.9749,8.4821,1.2667
-7.0492,-3.5725,6.589,14.137,-10.727,11.301,-5.0995,-8.3951,1.1735,-15.813
-7.3575,-7.6456,8.1192,12.055,-9.6837,7.151,-2.6562,-6.0392,1.3819,-17.057
0.19371,-10.05,10.198,9.7877,-0.021262,4.442,2.3307,-0.52606,1.0812,-10.739
-0.24673,-22.894,17.037,2.8994,1.0036,-10.001,11.919,10.146,-8.3089,-11.878
-8.6916,-1.816,7.6115,15.393,-14.095,9.1841,-7.8956,-7.1586,2.057,-16.622
-13.398,6.4968,1.7165,18.032,-19.99,18.982,-15.349,-14.479,4.0921,-19.802
-4.6966,1.6175,3.2355,15.176,-10.194,13.674,-7.8708,-11.803,5.6493,-15.803
5.2874,-11.57,8.389,6.8174,6.4857,1.8697,8.1478,0.90464,2.7199,-5.6374
12.784,-6.7127,3.0585,7.6531,13.137,6.8413,8.4772,-4.0487,6.8283,2.2121
7.7963,-11.067,9.9361,5.0422,7.2613,3.9224,8.2258,-1.1125,2.9992,-4.7861
18.052,7.3797,-8.5272,12.321,17.543,23.927,4.0291,-15.182,18.423,10.446
6.8508,-9.4005,4.9154,8.6469,8.1205,6.9574,6.7607,-2.8627,7.1628,-2.9173
13.61,9.6685,-6.4028,14.279,16.619,25.061,-0.25234,-16.819,19.269,8.4756
2.34,-21.777,14.059,5.4502,4.8899,-7.4261,12.791,7.4023,-4.609,-8.9709
-1.8608,4.5461,-0.36573,15.216,-5.3701,20.871,-7.8328,-14.905,9.4168,-10.52
3.3624,-15.452,9.3191,5.5801,3.9306,0.79612,8.3059,2.7215,-0.017064,-4.2386
3.1398,3.1537,0.82707,11.447,2.1644,16.214,-2.4098,-10.954,10.596,-5.4951
5.3291,-2.6013,1.6084,10.735,5.9026,13.189,2.8722,-7.6799,8.3176,-3.3523
-11.948,-32.589,26.625,4.3774,-12.038,-20.207,12.769,16.827,-16.64,-24.359
-1.4808,-27.817,20.165,3.7678,1.9212,-14.092,15.202,13.379,-9.3351,-11.712
-15.759,-11.063,15.842,11.429,-20.762,-0.093474,-5.6705,2.0373,-7.2079,-26.045
14.677,-15.345,8.4023,4.1828,18.967,1.1093,16.452,4.2946,5.1876,2.4591
18.35,-1.7799,-5.1387,7.1978,23.658,13.102,9.5678,-7.9297,15.159,9.9847
0.31908,-12.321,7.9727,7.9821,0.6484,2.9949,3.7893,-0.14669,1.4707,-7.3198
8.5485,0.38399,0.29886,10.999,8.577,13.364,2.2507,-9.6598,10.748,-0.26257
7.3572,-3.0403,1.4297,10.393,6.9755,11.443,1.9682,-6.9226,8.5518,-4.623
-7.5186,-15.245,14.38,8.8263,-6.5183,-1.9626,2.7371,3.1233,-3.4578,-18.806
6.3654,-7.0232,2.5054,10.63,6.1279,9.0046,3.9595,-4.6506,5.3408,-3.1645
-3.7123,-15.121,12.361,8.2926,-2.5588,-2.4196,6.1483,4.2339,-3.5331,-12.565
19.381,-2.5646,-3.3969,6.3434,25.026,14.312,12.684,-7.2277,12.908,12.04
12.74,-21.981,10.638,2.1329,16.504,-4.1461,19.762,7.7743,1.2717,2.1392
19.108,0.79213,-5.7249,8.2232,22.314,16.798,8.635,-9.8364,16.001,11.171
-1.2044,-11.638,9.4715,9.3656,-1.851,1.3827,3.6231,1.2852,-0.36426,-12.567
11.035,-8.979,3.05,6.8686,16.847,5.3818,12.019,-4.3198,5.4929,3.5432
5.4656,-11.396,9.1733,7.2695,3.9574,2.4645,6.6037,-2.1962,2.4648,-6.4092
-19.668,-18.49,19.648,10.633,-24.164,-7.4244,-4.1206,5.3167,-12.323,-31.59
2.0553,-25.411,19.027,3.8765,2.6285,-10.073,15.414,8.7925,-7.7537,-9.8801
9.8157,-6.8017,2.5303,9.58,13.847,6.9514,5.2471,-5.0177,6.6867,0.78726
3.3749,-10.062,6.4837,7.7551,4.7884,3.9236,5.7063,-1.2514,1.7601,-6.7572
-2.1042,-20.818,16.798,4.4425,-2.2358,-9.5991,12.075,9.1756,-7.2225,-13.732
0.17373,-17.453,13.552,6.7212,0.69712,-1.5471,7.0143,4.1567,-3.9823,-8.915
-1.7883,1.9273,3.4263,12.652,-2.7251,13.185,-4.3198,-10.21,6.4947,-9.3013
-7.3371,-14.92,14.689,8.1752,-6.1533,-3.0729,2.5718,3.2544,-4.3424,-17.237
9.1261,0.014975,-0.99455,10.666,11.137,14.492,3.9513,-9.3058,11.108,0.75208
-6.7001,-10.883,11.298,10.32,-8.2535,2.158,-1.7015,-1.1032,-2.0096,-15.787
28.436,-7.5048,-4.4295,2.3925,36.005,10.428,18.999,-6.2354,15.79,18.468
-11.529,-10.936,12.836,11.15,-13.082,0.78338,-2.3215,0.32877,-3.5141,-19.985
1.3569,-4.6509,2.4616,9.827,-0.070544,9.8732,0.37941,-6.3051,5.1234,-7.3905
-14.929,-16.962,16.939,9.6391,-17.299,-3.2761,-0.64451,4.0949,-8.8407,-25.756
