R	415	1.152778
A	246	0.683333
A	263	0.730556
R	659	1.830556
A	244	0.677778
A	253	0.702778
~	394	1.094444
R	279	0.775000
A	237	0.658333
R	601	1.669444
A	242	0.672222
R	602	1.672222
A	240	0.666667
R	590	1.638889
A	243	0.675000
A	271	0.752778
R	627	1.741667
A	239	0.663889
A	261	0.725000
A	250	0.694444
A	261	0.725000
A	261	0.725000
A	249	0.691667
A	252	0.700000
R	686	1.905556
R	949	2.636111
R	405	1.125000
A	245	0.680556
A	256	0.711111
R	666	1.850000
A	242	0.672222
A	270	0.750000
A	263	0.730556
A	255	0.708333
A	255	0.708333
A	256	0.711111
A	261	0.725000
A	262	0.727778
A	266	0.738889
A	266	0.738889
A	260	0.722222
R	999	2.775000
R	410	1.138889
A	239	0.663889
A	259	0.719444
R	693	1.925000
A	244	0.677778
A	260	0.722222
A	262	0.727778
R	719	1.997222
R	489	1.358333
A	238	0.661111
A	261	0.725000
A	260	0.722222
A	254	0.705556
A	262	0.727778
R	961	2.669444
R	432	1.200000
A	245	0.680556
A	261	0.725000
R	660	1.833333
A	239	0.663889
A	265	0.736111
R	657	1.825000
A	239	0.663889
A	258	0.716667
A	256	0.711111
R	712	1.977778
~	305	0.847222
R	443	1.230556
R	710	1.972222
A	239	0.663889
A	257	0.713889
A	253	0.702778
A	262	0.727778
A	261	0.725000
A	255	0.708333
A	254	0.705556
A	260	0.722222
A	263	0.730556
A	260	0.722222
R	635	1.763889
~	146	0.405556
A	102	0.283333
A	262	0.727778
A	260	0.722222
R	515	1.430556
A	241	0.669444
A	259	0.719444
~	618	1.716667
R	66	0.183333
A	250	0.694444
A	265	0.736111
A	259	0.719444
A	259	0.719444
A	258	0.716667
R	536	1.488889
A	251	0.697222
A	269	0.747222
R	686	1.905556
A	239	0.663889
A	270	0.750000
A	264	0.733333
R	687	1.908333
A	240	0.666667
A	275	0.763889
R	707	1.963889
A	243	0.675000
A	265	0.736111
A	260	0.722222
R	706	1.961111
A	242	0.672222
A	258	0.716667
R	706	1.961111
A	252	0.700000
A	258	0.716667
R	685	1.902778
A	246	0.683333
A	263	0.730556
R	672	1.866667
A	247	0.686111
A	270	0.750000
R	675	1.875000
A	243	0.675000
A	261	0.725000
A	254	0.705556
A	261	0.725000
A	258	0.716667
R	676	1.877778
A	245	0.680556
A	269	0.747222
A	267	0.741667
A	264	0.733333
A	258	0.716667
A	258	0.716667
A	259	0.719444
A	262	0.727778
A	263	0.730556
A	268	0.744444
R	864	2.400000
R	497	1.380556
A	248	0.688889
A	264	0.733333
A	254	0.705556
A	264	0.733333
R	608	1.688889
A	255	0.708333
A	263	0.730556
R	656	1.822222
A	253	0.702778
A	259	0.719444
R	668	1.855556
A	245	0.680556
A	258	0.716667
R	687	1.908333
A	248	0.688889
A	264	0.733333
R	685	1.902778
A	244	0.677778
A	257	0.713889
A	258	0.716667
A	262	0.727778
A	259	0.719444
R	911	2.530556
R	517	1.436111
A	244	0.677778
A	260	0.722222
R	679	1.886111
A	253	0.702778
A	264	0.733333
A	264	0.733333
A	264	0.733333
A	260	0.722222
R	683	1.897222
A	246	0.683333
R	622	1.727778
A	238	0.661111
R	597	1.658333
A	245	0.680556
R	595	1.652778
A	244	0.677778
A	259	0.719444
R	651	1.808333
A	248	0.688889
A	256	0.711111
R	636	1.766667
A	246	0.683333
A	263	0.730556
R	638	1.772222
