N	101	0.280556
N	202	0.561111
N	195	0.541667
N	202	0.561111
N	195	0.541667
N	195	0.541667
N	194	0.538889
N	202	0.561111
N	190	0.527778
F	200	0.555556
N	205	0.569444
V	185	0.513889
N	216	0.600000
N	196	0.544444
N	198	0.550000
N	197	0.547222
N	202	0.561111
N	199	0.552778
N	206	0.572222
F	191	0.530556
N	193	0.536111
V	162	0.450000
N	230	0.638889
N	195	0.541667
N	199	0.552778
V	207	0.575000
N	193	0.536111
V	196	0.544444
N	198	0.550000
F	197	0.547222
N	197	0.547222
F	205	0.569444
N	202	0.561111
F	202	0.561111
N	188	0.522222
F	198	0.550000
N	198	0.550000
F	196	0.544444
N	194	0.538889
V	199	0.552778
N	204	0.566667
V	180	0.500000
N	223	0.619444
F	190	0.527778
N	198	0.550000
F	209	0.580556
N	199	0.552778
N	194	0.538889
N	198	0.550000
N	197	0.547222
N	202	0.561111
F	195	0.541667
N	196	0.544444
V	203	0.563889
N	207	0.575000
V	203	0.563889
N	196	0.544444
F	199	0.552778
N	197	0.547222
F	205	0.569444
N	199	0.552778
F	204	0.566667
N	196	0.544444
F	205	0.569444
N	190	0.527778
F	191	0.530556
N	207	0.575000
V	198	0.550000
N	199	0.552778
F	200	0.555556
N	209	0.580556
F	203	0.563889
N	192	0.533333
N	193	0.536111
N	206	0.572222
N	211	0.586111
N	200	0.555556
N	196	0.544444
N	198	0.550000
N	201	0.558333
N	194	0.538889
F	200	0.555556
N	198	0.550000
N	207	0.575000
N	200	0.555556
F	195	0.541667
N	202	0.561111
N	200	0.555556
N	196	0.544444
N	200	0.555556
N	210	0.583333
A	151	0.419444
N	242	0.672222
V	192	0.533333
N	205	0.569444
N	203	0.563889
N	196	0.544444
N	202	0.561111
N	201	0.558333
N	210	0.583333
N	196	0.544444
N	198	0.550000
N	198	0.550000
F	201	0.558333
N	200	0.555556
